loan_id,bank_name,bank_type,city,audience_type,interest_rate,processing_fee,min_loan_amount,max_loan_amount,min_tenure_years,max_tenure_years,prepayment_charges,foreclosure_charges,avg_salary_required,affordable_loan_amount,special_offers,scraped_date
1,SBI,Public Sector,Mumbai,Salaried - IT/Corporate,8.63,0.61,300000,9142922,5,30,0,0,22000,2511218,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
2,SBI,Public Sector,Mumbai,Salaried - Government/PSU,8.58,0.65,300000,13617136,5,30,0,2,22000,2520354,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
3,SBI,Public Sector,Mumbai,Self-Employed - Professional,8.68,0.26,300000,6041260,5,30,0,0,22000,2502134,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
4,SBI,Public Sector,Mumbai,Self-Employed - Business,8.68,0.42,300000,9459089,5,30,0,0,22000,2502134,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
5,SBI,Public Sector,Mumbai,Self-Employed - SME,8.68,0.63,300000,5607800,5,30,0,0,22000,2502134,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
6,SBI,Public Sector,Mumbai,Self-Employed - Startup,8.83,0.47,300000,14513382,5,30,0,2,22000,2475186,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
7,SBI,Public Sector,Mumbai,Women Applicants,8.63,0.58,300000,14586471,5,30,0,0,22000,2511218,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
8,SBI,Public Sector,Mumbai,Senior Citizens,8.78,0.48,300000,10709622,5,30,0,0,22000,2484119,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
9,SBI,Public Sector,Mumbai,NRIs,8.88,0.32,300000,5890591,5,30,0,0,22000,2466304,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
10,SBI,Public Sector,Mumbai,First Time Home Buyers,8.68,0.59,300000,12009842,5,30,0,3,22000,2502134,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
11,SBI,Public Sector,Delhi,Salaried - IT/Corporate,8.95,0.39,300000,7270999,5,30,0,2,20800,2320100,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
12,SBI,Public Sector,Delhi,Salaried - Government/PSU,8.9,0.69,300000,14801689,5,30,0,0,20800,2328432,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
13,SBI,Public Sector,Delhi,Self-Employed - Professional,9.0,0.48,300000,11105917,5,30,0,3,20800,2311815,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
14,SBI,Public Sector,Delhi,Self-Employed - Business,9.0,0.55,300000,7224519,5,30,0,2,20800,2311815,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
15,SBI,Public Sector,Delhi,Self-Employed - SME,9.0,0.29,300000,11414241,5,30,2,0,20800,2311815,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
16,SBI,Public Sector,Delhi,Self-Employed - Startup,9.15,0.62,300000,9194347,5,30,0,2,20800,2287233,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
17,SBI,Public Sector,Delhi,Women Applicants,8.95,0.27,300000,14475533,5,30,0,0,20800,2320100,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
18,SBI,Public Sector,Delhi,Senior Citizens,9.1,0.53,300000,10388662,5,30,0,0,20800,2295381,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
19,SBI,Public Sector,Delhi,NRIs,9.2,0.61,300000,8907368,5,30,0,4,20800,2279130,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
20,SBI,Public Sector,Delhi,First Time Home Buyers,9.0,0.57,300000,14664215,5,30,0,2,20800,2311815,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
21,SBI,Public Sector,Bangalore,Salaried - IT/Corporate,9.12,0.52,300000,10531854,5,30,2,0,23200,2556592,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
22,SBI,Public Sector,Bangalore,Salaried - Government/PSU,9.07,0.5,300000,5916706,5,30,0,2,23200,2565710,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
23,SBI,Public Sector,Bangalore,Self-Employed - Professional,9.17,0.43,300000,5486899,5,30,0,2,23200,2547523,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
24,SBI,Public Sector,Bangalore,Self-Employed - Business,9.17,0.74,300000,12753701,5,30,2,0,23200,2547523,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
25,SBI,Public Sector,Bangalore,Self-Employed - SME,9.17,0.72,300000,5647286,5,30,0,3,23200,2547523,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
26,SBI,Public Sector,Bangalore,Self-Employed - Startup,9.32,0.42,300000,13987393,5,30,2,0,23200,2520619,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
27,SBI,Public Sector,Bangalore,Women Applicants,9.12,0.51,300000,9148421,5,30,3,0,23200,2556592,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
28,SBI,Public Sector,Bangalore,Senior Citizens,9.27,0.55,300000,13294593,5,30,0,0,23200,2529538,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
29,SBI,Public Sector,Bangalore,NRIs,9.37,0.49,300000,7691605,5,30,2,3,23200,2511750,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
30,SBI,Public Sector,Bangalore,First Time Home Buyers,9.17,0.5,300000,10687317,5,30,0,0,23200,2547523,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
31,SBI,Public Sector,Hyderabad,Salaried - IT/Corporate,8.45,0.44,300000,6044777,5,30,0,0,20000,2313044,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
32,SBI,Public Sector,Hyderabad,Salaried - Government/PSU,8.4,0.57,300000,14745520,5,30,3,2,20000,2321520,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
33,SBI,Public Sector,Hyderabad,Self-Employed - Professional,8.5,0.63,300000,10894743,5,30,2,2,20000,2304616,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
34,SBI,Public Sector,Hyderabad,Self-Employed - Business,8.5,0.58,300000,6392021,5,30,0,3,20000,2304616,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
35,SBI,Public Sector,Hyderabad,Self-Employed - SME,8.5,0.64,300000,6133461,5,30,0,0,20000,2304616,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
36,SBI,Public Sector,Hyderabad,Self-Employed - Startup,8.65,0.41,300000,9476954,5,30,0,2,20000,2279617,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
37,SBI,Public Sector,Hyderabad,Women Applicants,8.45,0.65,300000,14502802,5,30,0,0,20000,2313044,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
38,SBI,Public Sector,Hyderabad,Senior Citizens,8.6,0.68,300000,13878445,5,30,2,0,20000,2287903,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
39,SBI,Public Sector,Hyderabad,NRIs,8.7,0.52,300000,5620348,5,30,0,4,20000,2271377,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
