loan_id,bank_name,bank_type,city,audience_type,interest_rate,processing_fee,min_loan_amount,max_loan_amount,min_tenure_years,max_tenure_years,prepayment_charges,foreclosure_charges,avg_salary_required,affordable_loan_amount,special_offers,scraped_date
1,SBI,Public Sector,Mumbai,Salaried - IT/Corporate,8.91,0.38,300000,5919164,5,30,0,2,22000,2460999,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
2,SBI,Public Sector,Mumbai,Salaried - Government/PSU,8.86,0.4,300000,6932625,5,30,0,2,22000,2469851,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
3,SBI,Public Sector,Mumbai,Self-Employed - Professional,8.96,0.34,300000,10061046,5,30,0,3,22000,2452196,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
4,SBI,Public Sector,Mumbai,Self-Employed - Business,8.96,0.74,300000,9660630,5,30,0,3,22000,2452196,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
5,SBI,Public Sector,Mumbai,Self-Employed - SME,8.96,0.26,300000,14632539,5,30,0,0,22000,2452196,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
6,SBI,Public Sector,Mumbai,Self-Employed - Startup,9.11,0.45,300000,5860609,5,30,0,2,22000,2426080,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
7,SBI,Public Sector,Mumbai,Women Applicants,8.91,0.65,300000,13537816,5,30,3,4,22000,2460999,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
8,SBI,Public Sector,Mumbai,Senior Citizens,9.06,0.62,300000,11611396,5,30,0,2,22000,2434736,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
9,SBI,Public Sector,Mumbai,NRIs,9.16,0.56,300000,6030680,5,30,2,4,22000,2417471,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
10,SBI,Public Sector,Mumbai,First Time Home Buyers,8.96,0.51,300000,6459138,5,30,0,0,22000,2452196,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
11,SBI,Public Sector,Delhi,Salaried - IT/Corporate,9.03,0.66,300000,14249474,5,30,0,2,20800,2306865,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
12,SBI,Public Sector,Delhi,Salaried - Government/PSU,8.98,0.64,300000,6596140,5,30,2,0,20800,2315123,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
13,SBI,Public Sector,Delhi,Self-Employed - Professional,9.08,0.54,300000,7968670,5,30,0,3,20800,2298653,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
14,SBI,Public Sector,Delhi,Self-Employed - Business,9.08,0.64,300000,6651092,5,30,2,0,20800,2298653,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
15,SBI,Public Sector,Delhi,Self-Employed - SME,9.08,0.55,300000,14626902,5,30,0,3,20800,2298653,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
16,SBI,Public Sector,Delhi,Self-Employed - Startup,9.23,0.61,300000,8045682,5,30,0,2,20800,2274290,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
17,SBI,Public Sector,Delhi,Women Applicants,9.03,0.65,300000,14216620,5,30,0,0,20800,2306865,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
18,SBI,Public Sector,Delhi,Senior Citizens,9.18,0.26,300000,12801001,5,30,0,3,20800,2282366,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
19,SBI,Public Sector,Delhi,NRIs,9.28,0.52,300000,6591676,5,30,2,0,20800,2266259,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
20,SBI,Public Sector,Delhi,First Time Home Buyers,9.08,0.57,300000,7077328,5,30,0,0,20800,2298653,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
