loan_id,bank_name,bank_type,city,audience_type,interest_rate,processing_fee,min_loan_amount,max_loan_amount,min_tenure_years,max_tenure_years,prepayment_charges,foreclosure_charges,avg_salary_required,affordable_loan_amount,special_offers,scraped_date
1,SBI,Public Sector,Mumbai,Salaried - IT/Corporate,9.16,0.74,300000,6685268,5,30,0,2,22000,2417471,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
2,SBI,Public Sector,Mumbai,Salaried - Government/PSU,9.11,0.73,300000,6666833,5,30,0,2,22000,2426080,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
3,SBI,Public Sector,Mumbai,Self-Employed - Professional,9.21,0.29,300000,6570918,5,30,2,0,22000,2408910,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
4,SBI,Public Sector,Mumbai,Self-Employed - Business,9.21,0.65,300000,6283807,5,30,2,2,22000,2408910,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
5,SBI,Public Sector,Mumbai,Self-Employed - SME,9.21,0.62,300000,14995666,5,30,3,0,22000,2408910,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
6,SBI,Public Sector,Mumbai,Self-Employed - Startup,9.36,0.46,300000,11102612,5,30,0,3,22000,2383511,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
7,SBI,Public Sector,Mumbai,Women Applicants,9.16,0.49,300000,6516503,5,30,2,2,22000,2417471,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
8,SBI,Public Sector,Mumbai,Senior Citizens,9.31,0.72,300000,11525389,5,30,0,0,22000,2391930,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
9,SBI,Public Sector,Mumbai,NRIs,9.41,0.37,300000,5767773,5,30,0,2,22000,2375138,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
10,SBI,Public Sector,Mumbai,First Time Home Buyers,9.21,0.4,300000,6280490,5,30,0,2,22000,2408910,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
11,SBI,Public Sector,Delhi,Salaried - IT/Corporate,8.83,0.55,300000,7605434,5,30,0,2,20800,2340176,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
12,SBI,Public Sector,Delhi,Salaried - Government/PSU,8.78,0.36,300000,11976686,5,30,0,0,20800,2348621,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
13,SBI,Public Sector,Delhi,Self-Employed - Professional,8.88,0.37,300000,10702873,5,30,0,2,20800,2331778,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
14,SBI,Public Sector,Delhi,Self-Employed - Business,8.88,0.49,300000,14715783,5,30,0,0,20800,2331778,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
15,SBI,Public Sector,Delhi,Self-Employed - SME,8.88,0.66,300000,7476486,5,30,0,0,20800,2331778,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
16,SBI,Public Sector,Delhi,Self-Employed - Startup,9.03,0.72,300000,10961025,5,30,3,2,20800,2306865,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
17,SBI,Public Sector,Delhi,Women Applicants,8.83,0.35,300000,10920159,5,30,0,0,20800,2340176,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
18,SBI,Public Sector,Delhi,Senior Citizens,8.98,0.52,300000,6909822,5,30,0,3,20800,2315123,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
19,SBI,Public Sector,Delhi,NRIs,9.08,0.74,300000,14532581,5,30,2,2,20800,2298653,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
20,SBI,Public Sector,Delhi,First Time Home Buyers,8.88,0.65,300000,7915168,5,30,0,0,20800,2331778,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
21,SBI,Public Sector,Bangalore,Salaried - IT/Corporate,9.14,0.38,300000,5166149,5,30,0,2,23200,2552958,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
