loan_id,bank_name,bank_type,city,audience_type,interest_rate,processing_fee,min_loan_amount,max_loan_amount,min_tenure_years,max_tenure_years,prepayment_charges,foreclosure_charges,avg_salary_required,affordable_loan_amount,special_offers,scraped_date
1,SBI,Public Sector,Mumbai,Salaried - IT/Corporate,8.63,0.56,300000,7704110,5,30,0,2,22000,2511218,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
2,SBI,Public Sector,Mumbai,Salaried - Government/PSU,8.58,0.45,300000,7779858,5,30,0,0,22000,2520354,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
3,SBI,Public Sector,Mumbai,Self-Employed - Professional,8.68,0.32,300000,7777437,5,30,0,0,22000,2502134,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
4,SBI,Public Sector,Mumbai,Self-Employed - Business,8.68,0.44,300000,7674845,5,30,2,0,22000,2502134,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
5,SBI,Public Sector,Mumbai,Self-Employed - SME,8.68,0.64,300000,11111409,5,30,0,2,22000,2502134,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
6,SBI,Public Sector,Mumbai,Self-Employed - Startup,8.83,0.65,300000,6073546,5,30,3,0,22000,2475186,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
7,SBI,Public Sector,Mumbai,Women Applicants,8.63,0.5,300000,12327484,5,30,0,2,22000,2511218,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
8,SBI,Public Sector,Mumbai,Senior Citizens,8.78,0.64,300000,8424938,5,30,0,3,22000,2484119,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
9,SBI,Public Sector,Mumbai,NRIs,8.88,0.28,300000,11132030,5,30,3,2,22000,2466304,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
10,SBI,Public Sector,Mumbai,First Time Home Buyers,8.68,0.51,300000,13016313,5,30,0,0,22000,2502134,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
11,SBI,Public Sector,Delhi,Salaried - IT/Corporate,9.0,0.3,300000,14152802,5,30,2,0,20800,2311815,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
12,SBI,Public Sector,Delhi,Salaried - Government/PSU,8.95,0.51,300000,6410181,5,30,0,0,20800,2320100,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
13,SBI,Public Sector,Delhi,Self-Employed - Professional,9.05,0.4,300000,14744450,5,30,2,0,20800,2303575,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
14,SBI,Public Sector,Delhi,Self-Employed - Business,9.05,0.54,300000,5680237,5,30,0,0,20800,2303575,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
15,SBI,Public Sector,Delhi,Self-Employed - SME,9.05,0.69,300000,9558954,5,30,0,0,20800,2303575,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
16,SBI,Public Sector,Delhi,Self-Employed - Startup,9.2,0.63,300000,13601065,5,30,0,0,20800,2279130,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
17,SBI,Public Sector,Delhi,Women Applicants,9.0,0.54,300000,11532804,5,30,0,0,20800,2311815,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
18,SBI,Public Sector,Delhi,Senior Citizens,9.15,0.47,300000,5275727,5,30,2,2,20800,2287233,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
19,SBI,Public Sector,Delhi,NRIs,9.25,0.71,300000,13576853,5,30,0,0,20800,2271072,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
20,SBI,Public Sector,Delhi,First Time Home Buyers,9.05,0.59,300000,12061281,5,30,3,0,20800,2303575,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
21,SBI,Public Sector,Bangalore,Salaried - IT/Corporate,8.93,0.57,300000,7362552,5,30,0,0,23200,2591515,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
22,SBI,Public Sector,Bangalore,Salaried - Government/PSU,8.88,0.37,300000,8808823,5,30,3,0,23200,2600830,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
23,SBI,Public Sector,Bangalore,Self-Employed - Professional,8.98,0.52,300000,13160224,5,30,0,0,23200,2582253,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
24,SBI,Public Sector,Bangalore,Self-Employed - Business,8.98,0.54,300000,7862926,5,30,2,2,23200,2582253,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
25,SBI,Public Sector,Bangalore,Self-Employed - SME,8.98,0.53,300000,6622292,5,30,0,0,23200,2582253,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
26,SBI,Public Sector,Bangalore,Self-Employed - Startup,9.13,0.3,300000,11718552,5,30,0,0,23200,2554774,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
27,SBI,Public Sector,Bangalore,Women Applicants,8.93,0.38,300000,14266421,5,30,2,2,23200,2591515,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
28,SBI,Public Sector,Bangalore,Senior Citizens,9.08,0.26,300000,7840499,5,30,0,2,23200,2563883,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
29,SBI,Public Sector,Bangalore,NRIs,9.18,0.27,300000,11709282,5,30,0,0,23200,2545716,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
30,SBI,Public Sector,Bangalore,First Time Home Buyers,8.98,0.47,300000,6123927,5,30,2,0,23200,2582253,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
31,SBI,Public Sector,Hyderabad,Salaried - IT/Corporate,8.94,0.34,300000,5517264,5,30,0,2,20000,2232464,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
32,SBI,Public Sector,Hyderabad,Salaried - Government/PSU,8.89,0.7,300000,8195081,5,30,2,0,20000,2240485,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
33,SBI,Public Sector,Hyderabad,Self-Employed - Professional,8.99,0.35,300000,8822888,5,30,0,3,20000,2224488,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
34,SBI,Public Sector,Hyderabad,Self-Employed - Business,8.99,0.69,300000,5827396,5,30,0,0,20000,2224488,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
35,SBI,Public Sector,Hyderabad,Self-Employed - SME,8.99,0.43,300000,9211018,5,30,2,2,20000,2224488,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
36,SBI,Public Sector,Hyderabad,Self-Employed - Startup,9.14,0.71,300000,12219522,5,30,0,2,20000,2200826,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
37,SBI,Public Sector,Hyderabad,Women Applicants,8.94,0.53,300000,7567139,5,30,3,0,20000,2232464,"No processing fee for women applicants, 0.05% concession for CASA customers, 0.05% interest concession",2026-03-31
38,SBI,Public Sector,Hyderabad,Senior Citizens,9.09,0.59,300000,10697270,5,30,3,0,20000,2208670,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
39,SBI,Public Sector,Hyderabad,NRIs,9.19,0.41,300000,13177276,5,30,2,0,20000,2193026,"No processing fee for women applicants, 0.05% concession for CASA customers, Special NRI home loan schemes",2026-03-31
40,SBI,Public Sector,Hyderabad,First Time Home Buyers,8.99,0.61,300000,12130079,5,30,2,2,20000,2224488,"No processing fee for women applicants, 0.05% concession for CASA customers, Subsidy under PMAY scheme",2026-03-31
41,SBI,Public Sector,Chennai,Salaried - IT/Corporate,8.89,0.57,300000,14442517,5,30,0,4,19200,2150866,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
42,SBI,Public Sector,Chennai,Salaried - Government/PSU,8.84,0.31,300000,12417147,5,30,0,3,19200,2158609,"No processing fee for women applicants, 0.05% concession for CASA customers, Special rates for govt employees",2026-03-31
43,SBI,Public Sector,Chennai,Self-Employed - Professional,8.94,0.4,300000,13087434,5,30,0,2,19200,2143166,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
44,SBI,Public Sector,Chennai,Self-Employed - Business,8.94,0.59,300000,7308324,5,30,0,0,19200,2143166,"No processing fee for women applicants, 0.05% concession for CASA customers",2026-03-31
